order_id,order_date,customer_id,customer_name,customer_age,city,state,zone,category,product,sku,quantity,unit_price,gross_sales,coupon_code,discount_amount,gst_rate,net_sales,gst_amount,payment_mode,order_status,sales_channel,sales_employee,delivery_partner,delivery_days,customer_rating,cogs,profit,profit_margin_pct,shipping_charges,invoice_amount
IN251102484,07-Nov-2025,CUST79990,Atharv Rathod,52,Thiruvananthapuram,Kerala,South,Grocery & Gourmet,Tea Pack,GRO-TEA664,1,595,595,WELCOME100,100.00,0.18,495.00,89.10,Credit Card,Delivered,Mobile App,Isha Gupta,India Post,4,2,434.53,60.47,0.1222,121.00,705.10
IN251100053,08-Nov-2025,CUST60622,Sneha More,30,Gurugram,Haryana,North,Books & Stationery,Office Diary,BOO-OFF522,1,376,376,MEGADEAL,67.68,0.05,308.32,15.42,UPI,Delivered,Mobile App,Sneha Kulkarni,Ecom Express,4,2,226.11,82.21,0.2666,87.00,410.74
IN251100483,08-Nov-2025,CUST73946,Aadhya Reddy,48,Gurugram,Haryana,North,Mobiles & Accessories,Smartphone,MOB-SMA850,1,73399,73399,No Coupon,0.00,0.18,73399.00,13211.82,COD,Delivered,Social Commerce,Neha Patel,DTDC,4,1,58965.17,14433.83,0.1966,131.00,86741.82
IN251100664,08-Nov-2025,CUST49848,Priya Khan,31,Indore,Madhya Pradesh,Central,Grocery & Gourmet,Tea Pack,GRO-TEA228,1,697,697,WELCOME100,100.00,0.05,597.00,29.85,Wallet,Delivered,Mobile App,Rohan Mehta,Delhivery,3,3,489.67,107.33,0.1798,86.00,712.85
IN251100917,08-Nov-2025,CUST96571,Kavya Gaikwad,27,Indore,Madhya Pradesh,Central,Grocery & Gourmet,Dry Fruits Pack,GRO-DRY938,1,1499,1499,DIWALI20,299.80,0.18,1199.20,215.86,UPI,Delivered,Website,Vikram Singh,DTDC,1,5,1109.60,89.60,0.0747,99.00,1514.06
IN251100987,08-Nov-2025,CUST40014,Nisha Saxena,33,Surat,Gujarat,West,Sports & Fitness,Cricket Bat,SPO-CRI762,1,5499,5499,WELCOME100,100.00,0.12,5399.00,647.88,Credit Card,Delivered,Marketplace,Sneha Kulkarni,India Post,3,1,4216.83,1182.17,0.2190,131.00,6177.88
IN251100741,09-Nov-2025,CUST63096,Rajesh Chauhan,34,Patna,Bihar,East,Beauty & Personal Care,Hair Oil,BEA-HAI883,1,390,390,No Coupon,0.00,0.18,390.00,70.20,COD,Delivered,Mobile App,Pooja Reddy,Shadowfax,4,4,245.85,144.15,0.3696,94.00,554.20
IN251100962,09-Nov-2025,CUST55440,Krishna Yadav,47,Chandigarh,Chandigarh,North,Mobiles & Accessories,Smartphone,MOB-SMA861,2,63099,126198,No Coupon,0.00,0.18,126198.00,22715.64,Wallet,Delivered,Mobile App,Vikram Singh,Shadowfax,3,5,103878.53,22319.47,0.1769,77.00,148990.64
IN251101048,09-Nov-2025,CUST11924,Shruti Chatterjee,39,Thiruvananthapuram,Kerala,South,Beauty & Personal Care,Face Wash,BEA-FAC678,2,639,1278,FESTIVE10,127.80,0.12,1150.20,138.02,COD,Cancelled,Website,Manish Iyer,DTDC,4,,949.50,200.70,0.1745,0.00,1288.22
IN251101061,09-Nov-2025,CUST85782,Ira Qureshi,47,Bengaluru,Karnataka,South,Books & Stationery,Office Diary,BOO-OFF993,1,189,189,APPONLY,15.12,0.05,173.88,8.69,UPI,Delivered,Social Commerce,Manish Iyer,Shadowfax,4,5,119.18,54.70,0.3146,156.00,338.57
IN251101558,09-Nov-2025,CUST23732,Rajesh Gaikwad,43,Pune,Maharashtra,West,Grocery & Gourmet,Spices Combo,GRO-SPI725,1,646,646,No Coupon,0.00,0.18,646.00,116.28,UPI,Delivered,Mobile App,Neha Patel,Ecom Express,4,5,385.66,260.34,0.4030,144.00,906.28
IN251100012,10-Nov-2025,CUST85298,Aditya Reddy,19,Vadodara,Gujarat,West,Fashion,Handbag,FAS-HAN719,1,1199,1199,WELCOME100,100.00,0.12,1099.00,131.88,UPI,Delivered,Mobile App,Sneha Kulkarni,Shadowfax,2,5,699.82,399.18,0.3632,168.00,1398.88
IN251100283,10-Nov-2025,CUST67759,Meera Gaikwad,39,Jaipur,Rajasthan,North,Mobiles & Accessories,Power Bank,MOB-POW639,1,2799,2799,No Coupon,0.00,0.12,2799.00,335.88,Credit Card,Shipped,Social Commerce,Amit Sharma,Delhivery,3,,2085.14,713.86,0.2550,120.00,3254.88
IN251101929,10-Nov-2025,CUST54189,Atharv Chatterjee,37,Surat,Gujarat,West,Home & Kitchen,Water Purifier,HOM-WAT211,1,9899,9899,No Coupon,0.00,0.12,9899.00,1187.88,COD,Delivered,Mobile App,Kavya Deshmukh,Xpressbees,1,5,6036.02,3862.98,0.3902,115.00,11201.88
IN251102446,10-Nov-2025,CUST42212,Suresh Rathod,33,Vijayawada,Andhra Pradesh,South,Home & Kitchen,Cookware Set,HOM-COO728,1,7199,7199,FREESHIP,0.00,0.18,7199.00,1295.82,UPI,Returned,Website,Sneha Kulkarni,Xpressbees,2,3,4371.46,2827.54,0.3928,62.00,8556.82
IN251100062,11-Nov-2025,CUST18097,Anika Agarwal,56,Coimbatore,Tamil Nadu,South,Home & Kitchen,Air Fryer,HOM-AIR396,1,14899,14899,FREESHIP,0.00,0.18,14899.00,2681.82,Credit Card,Delivered,Mobile App,Nikhil Bansal,Xpressbees,7,4,9821.86,5077.14,0.3408,100.00,17680.82
IN251100204,11-Nov-2025,CUST79714,Rohan Ansari,37,Vijayawada,Andhra Pradesh,South,Fashion,Jeans,FAS-JEA657,2,1999,3998,MEGADEAL,719.64,0.18,3278.36,590.10,COD,Delivered,Mobile App,Kavya Deshmukh,Shadowfax,7,5,2505.60,772.76,0.2357,93.00,3961.46
IN251100578,11-Nov-2025,CUST87583,Vihaan Gupta,37,Bhubaneswar,Odisha,East,Electronics,Keyboard,ELE-KEY155,1,725,725,PAYDAY15,108.75,0.18,616.25,110.92,COD,Shipped,Mobile App,Neha Patel,Delhivery,1,,535.65,80.60,0.1308,112.00,839.17
IN251100880,11-Nov-2025,CUST17095,Bhavna Pillai,47,Vijayawada,Andhra Pradesh,South,Books & Stationery,Exam Prep Book,BOO-EXA779,3,436,1308,No Coupon,0.00,0.05,1308.00,65.40,COD,Delivered,Mobile App,Rohan Mehta,India Post,1,3,963.90,344.10,0.2631,137.00,1510.40
IN251101099,11-Nov-2025,CUST28399,Sneha More,43,Jaipur,Rajasthan,North,Books & Stationery,Pen Set,BOO-PEN840,2,205,410,No Coupon,0.00,0.18,410.00,73.80,Credit Card,Delivered,Mobile App,Anjali Joshi,Ecom Express,2,4,295.40,114.60,0.2795,115.00,598.80
IN251101142,11-Nov-2025,CUST36969,Ishaan Iyer,56,Pune,Maharashtra,West,Fashion,Women Kurti,FAS-WOM911,4,1399,5596,No Coupon,0.00,0.18,5596.00,1007.28,Credit Card,Returned,Website,Priya Nair,DTDC,4,4,3473.79,2122.21,0.3792,83.00,6686.28
IN251102149,11-Nov-2025,CUST52019,Vihaan Deshmukh,49,Kochi,Kerala,South,Electronics,Laptop,ELE-LAP810,4,101399,405596,APPONLY,32447.68,0.18,373148.32,67166.70,UPI,Delivered,Mobile App,Deepak Yadav,Xpressbees,5,3,333496.47,39651.85,0.1063,78.00,440393.02
IN251102204,11-Nov-2025,CUST12014,Anika Qureshi,48,Nagpur,Maharashtra,West,Home & Kitchen,Cookware Set,HOM-COO561,1,1999,1999,No Coupon,0.00,0.18,1999.00,359.82,UPI,Returned,Mobile App,Neha Patel,Delhivery,1,5,1390.40,608.60,0.3045,126.00,2484.82
IN251100350,12-Nov-2025,CUST70382,Kabir Iyer,42,Jaipur,Rajasthan,North,Electronics,Laptop,ELE-LAP709,2,38999,77998,FREESHIP,0.00,0.12,77998.00,9359.76,Debit Card,Delivered,Social Commerce,Isha Gupta,India Post,4,5,64874.66,13123.34,0.1683,78.00,87435.76
IN251100468,12-Nov-2025,CUST40451,Diya Kumar,19,Visakhapatnam,Andhra Pradesh,South,Grocery & Gourmet,Cold Pressed Oil,GRO-COL305,1,726,726,No Coupon,0.00,0.18,726.00,130.68,Credit Card,Delivered,Mobile App,Swati Mishra,Delhivery,4,5,428.84,297.16,0.4093,64.00,920.68
IN251100736,12-Nov-2025,CUST86748,Ishaan Singh,57,Delhi,Delhi,North,Grocery & Gourmet,Tea Pack,GRO-TEA700,3,276,828,APPONLY,66.24,0.05,761.76,38.09,Credit Card,Delivered,Mobile App,Neha Patel,Ecom Express,1,5,608.50,153.26,0.2012,115.00,914.85
IN251100843,12-Nov-2025,CUST45704,Riya Yadav,54,Mumbai,Maharashtra,West,Mobiles & Accessories,Smart Watch,MOB-SMA759,1,12599,12599,PAYDAY15,1889.85,0.12,10709.15,1285.10,Credit Card,Delivered,Website,Tanvi Jadhav,Ecom Express,8,3,10564.03,145.12,0.0136,178.00,12172.25
IN251100928,12-Nov-2025,CUST16981,Rahul Reddy,49,Guwahati,Assam,North East,Electronics,Keyboard,ELE-KEY620,1,2099,2099,MEGADEAL,377.82,0.12,1721.18,206.54,Debit Card,Delivered,Mobile App,Swati Mishra,Delhivery,3,5,1713.24,7.94,0.0046,73.00,2000.72
IN251100951,12-Nov-2025,CUST66830,Harsh Verma,31,Gurugram,Haryana,North,Mobiles & Accessories,Tempered Glass,MOB-TEM237,1,244,244,No Coupon,0.00,0.18,244.00,43.92,Wallet,Delivered,Mobile App,Sagar Pawar,Blue Dart,2,5,194.24,49.76,0.2039,155.00,442.92
IN251101273,12-Nov-2025,CUST73076,Aditya Agarwal,46,Surat,Gujarat,West,Electronics,LED TV,ELE-LED120,1,45599,45599,NEWYEAR10,4559.90,0.12,41039.10,4924.69,Net Banking,Delivered,Website,Sneha Kulkarni,Blue Dart,6,5,37977.99,3061.11,0.0746,163.00,46126.79
IN251101782,12-Nov-2025,CUST88567,Yash Jadhav,48,Lucknow,Uttar Pradesh,North,Mobiles & Accessories,Smart Watch,MOB-SMA284,1,16699,16699,No Coupon,0.00,0.18,16699.00,3005.82,COD,Delivered,Website,Swati Mishra,Ecom Express,3,5,12274.07,4424.93,0.2650,65.00,19769.82
IN251101807,12-Nov-2025,CUST69190,Meera Mishra,30,Chennai,Tamil Nadu,South,Fashion,Women Kurti,FAS-WOM792,1,2199,2199,No Coupon,0.00,0.12,2199.00,263.88,Debit Card,Shipped,Mobile App,Swati Mishra,Shadowfax,3,,1599.66,599.34,0.2726,73.00,2535.88
IN251102360,12-Nov-2025,CUST28256,Akshay Bhatia,40,Bengaluru,Karnataka,South,Sports & Fitness,Dumbbell Set,SPO-DUM591,1,4599,4599,No Coupon,0.00,0.18,4599.00,827.82,UPI,Delivered,Website,Nikhil Bansal,Blue Dart,4,3,3541.35,1057.65,0.2300,97.00,5523.82
IN251100159,13-Nov-2025,CUST72604,Atharv Patel,54,Ludhiana,Punjab,North,Fashion,Jeans,FAS-JEA893,1,992,992,WELCOME100,100.00,0.12,892.00,107.04,UPI,Shipped,Marketplace,Manish Iyer,Blue Dart,3,,608.25,283.75,0.3181,98.00,1097.04
IN251100713,13-Nov-2025,CUST53115,Ayaan Reddy,51,Noida,Uttar Pradesh,North,Grocery & Gourmet,Spices Combo,GRO-SPI263,2,506,1012,No Coupon,0.00,0.12,1012.00,121.44,COD,Delivered,Social Commerce,Kavya Deshmukh,DTDC,4,5,695.95,316.05,0.3123,175.00,1308.44
IN251101510,13-Nov-2025,CUST61432,Sagar Gupta,53,Ahmedabad,Gujarat,West,Mobiles & Accessories,Smartphone,MOB-SMA469,2,23899,47798,No Coupon,0.00,0.18,47798.00,8603.64,UPI,Cancelled,Mobile App,Amit Sharma,Delhivery,2,,36149.33,11648.67,0.2437,0.00,56401.64
IN251102118,13-Nov-2025,CUST41735,Karan Singh,41,Bhopal,Madhya Pradesh,Central,Books & Stationery,Kids Story Book,BOO-KID711,1,133,133,PAYDAY15,19.95,0.05,113.05,5.65,Net Banking,Delivered,Mobile App,Vikram Singh,Xpressbees,3,5,83.49,29.56,0.2615,65.00,183.70
IN251102298,13-Nov-2025,CUST29941,Sai Sharma,24,Vadodara,Gujarat,West,Home & Kitchen,Air Fryer,HOM-AIR402,3,11899,35697,No Coupon,0.00,0.12,35697.00,4283.64,COD,Delivered,Website,Kavya Deshmukh,Ecom Express,3,3,24461.70,11235.30,0.3147,120.00,40100.64
IN251100932,14-Nov-2025,CUST95510,Amit Rathod,53,Indore,Madhya Pradesh,Central,Mobiles & Accessories,Smart Watch,MOB-SMA481,2,7499,14998,No Coupon,0.00,0.12,14998.00,1799.76,UPI,Shipped,Website,Pooja Reddy,Shadowfax,2,,11875.77,3122.23,0.2082,135.00,16932.76
IN251101353,14-Nov-2025,CUST43852,Sai Chauhan,44,Ahmedabad,Gujarat,West,Books & Stationery,Pen Set,BOO-PEN428,2,363,726,No Coupon,0.00,0.18,726.00,130.68,UPI,Delivered,Mobile App,Neha Patel,Delhivery,4,5,434.17,291.83,0.4020,154.00,1010.68
IN251101580,14-Nov-2025,CUST15801,Kavya Singh,46,Mumbai,Maharashtra,West,Mobiles & Accessories,Power Bank,MOB-POW225,1,1399,1399,FREESHIP,0.00,0.18,1399.00,251.82,UPI,Delivered,Website,Rohan Mehta,India Post,4,4,1060.85,338.15,0.2417,106.00,1756.82
IN251101748,14-Nov-2025,CUST20208,Neha Qureshi,40,Bengaluru,Karnataka,South,Sports & Fitness,Fitness Band,SPO-FIT806,2,8099,16198,No Coupon,0.00,0.12,16198.00,1943.76,Debit Card,Delivered,Mobile App,Deepak Yadav,Shadowfax,2,5,10155.49,6042.51,0.3730,61.00,18202.76
IN251102137,14-Nov-2025,CUST35113,Kabir Mishra,56,Bhubaneswar,Odisha,East,Fashion,Men T-Shirt,FAS-MEN345,1,975,975,WELCOME100,100.00,0.12,875.00,105.00,UPI,Returned,Website,Amit Sharma,India Post,7,4,670.61,204.39,0.2336,70.00,1050.00
IN251100017,15-Nov-2025,CUST44625,Krishna Nair,36,Kochi,Kerala,South,Beauty & Personal Care,Skin Cream,BEA-SKI944,2,802,1604,FESTIVE10,160.40,0.12,1443.60,173.23,Wallet,Delivered,Mobile App,Sagar Pawar,India Post,4,5,1027.33,416.27,0.2884,151.00,1767.83
IN251100691,15-Nov-2025,CUST90649,Vihaan Shinde,43,Delhi,Delhi,North,Grocery & Gourmet,Spices Combo,GRO-SPI347,2,209,418,No Coupon,0.00,0.05,418.00,20.90,COD,Delivered,Website,Tanvi Jadhav,DTDC,5,3,298.82,119.18,0.2851,82.00,520.90
IN251100727,15-Nov-2025,CUST69142,Aditya Verma,39,Kolkata,West Bengal,East,Fashion,Sneakers,FAS-SNE871,1,4099,4099,PAYDAY15,614.85,0.18,3484.15,627.15,Debit Card,Delivered,Marketplace,Neha Patel,Blue Dart,5,3,2777.95,706.20,0.2027,141.00,4252.30
IN251101559,15-Nov-2025,CUST81243,Neha Kadam,31,Chennai,Tamil Nadu,South,Home & Kitchen,Water Purifier,HOM-WAT952,1,11799,11799,PAYDAY15,1769.85,0.18,10029.15,1805.25,Debit Card,Delivered,Website,Isha Gupta,India Post,4,5,6905.80,3123.35,0.3114,94.00,11928.40
IN251102042,15-Nov-2025,CUST54743,Mansi Tiwari,36,Bhopal,Madhya Pradesh,Central,Beauty & Personal Care,Perfume,BEA-PER516,2,1499,2998,No Coupon,0.00,0.18,2998.00,539.64,UPI,Delivered,Website,Swati Mishra,Shadowfax,1,4,1826.75,1171.25,0.3907,139.00,3676.64
IN251100164,16-Nov-2025,CUST95875,Diya Malhotra,29,Pune,Maharashtra,West,Electronics,Bluetooth Speaker,ELE-BLU352,1,11199,11199,No Coupon,0.00,0.12,11199.00,1343.88,Net Banking,Delivered,Mobile App,Nikhil Bansal,DTDC,5,3,9152.37,2046.63,0.1828,106.00,12648.88
IN251100327,16-Nov-2025,CUST89402,Pooja Deshmukh,20,Chandigarh,Chandigarh,North,Grocery & Gourmet,Coffee Pack,GRO-COF476,1,652,652,No Coupon,0.00,0.18,652.00,117.36,Credit Card,Delivered,Marketplace,Tanvi Jadhav,Shadowfax,3,4,504.81,147.19,0.2258,137.00,906.36
IN251101554,16-Nov-2025,CUST45877,Amit Ansari,52,Pune,Maharashtra,West,Fashion,Saree,FAS-SAR617,1,5899,5899,No Coupon,0.00,0.12,5899.00,707.88,Net Banking,Cancelled,Marketplace,Tanvi Jadhav,Delhivery,2,,4253.26,1645.74,0.2790,0.00,6606.88
IN251101940,16-Nov-2025,CUST56276,Siddharth Pawar,31,Pune,Maharashtra,West,Electronics,Bluetooth Speaker,ELE-BLU614,2,12999,25998,FREESHIP,0.00,0.12,25998.00,3119.76,Wallet,Delivered,Marketplace,Manish Iyer,Ecom Express,7,1,22257.63,3740.37,0.1439,158.00,29275.76
IN251102146,16-Nov-2025,CUST78678,Sakshi Bansal,49,Patna,Bihar,East,Mobiles & Accessories,Phone Cover,MOB-PHO268,1,650,650,FREESHIP,0.00,0.12,650.00,78.00,Credit Card,Delivered,Website,Nikhil Bansal,Blue Dart,3,4,476.77,173.23,0.2665,67.00,795.00
IN251100238,17-Nov-2025,CUST57223,Karan Mehta,52,Gurugram,Haryana,North,Beauty & Personal Care,Perfume,BEA-PER764,2,1399,2798,No Coupon,0.00,0.12,2798.00,335.76,Net Banking,Cancelled,Website,Swati Mishra,Blue Dart,6,,1825.96,972.04,0.3474,0.00,3133.76
IN251100734,17-Nov-2025,CUST40332,Rohan Kumar,21,Ludhiana,Punjab,North,Books & Stationery,Notebook Pack,BOO-NOT320,1,196,196,No Coupon,0.00,0.05,196.00,9.80,Credit Card,Delivered,Marketplace,Amit Sharma,Blue Dart,2,5,138.02,57.98,0.2958,74.00,279.80
IN251100851,17-Nov-2025,CUST51274,Ira Malhotra,48,Bhubaneswar,Odisha,East,Books & Stationery,Notebook Pack,BOO-NOT830,1,325,325,FREESHIP,0.00,0.12,325.00,39.00,COD,Delivered,Website,Rahul Verma,Shadowfax,4,5,199.86,125.14,0.3850,176.00,540.00
IN251101052,17-Nov-2025,CUST17461,Payal Pillai,39,Chandigarh,Chandigarh,North,Electronics,Keyboard,ELE-KEY955,3,1299,3897,FESTIVE10,389.70,0.18,3507.30,631.31,COD,Cancelled,Mobile App,Nikhil Bansal,Xpressbees,4,,3342.66,164.64,0.0469,0.00,4138.61
IN251100324,18-Nov-2025,CUST82759,Rutuja Singh,38,Ranchi,Jharkhand,East,Sports & Fitness,Fitness Band,SPO-FIT815,2,3699,7398,DIWALI20,1479.60,0.18,5918.40,1065.31,Wallet,Shipped,Marketplace,Neha Patel,India Post,3,,4588.71,1329.69,0.2247,103.00,7086.71
IN251100389,18-Nov-2025,CUST64908,Sakshi Nair,21,Delhi,Delhi,North,Grocery & Gourmet,Spices Combo,GRO-SPI359,1,482,482,No Coupon,0.00,0.18,482.00,86.76,UPI,Cancelled,Social Commerce,Amit Sharma,DTDC,2,,353.33,128.67,0.2670,0.00,568.76
IN251100525,18-Nov-2025,CUST39265,Janhavi Chatterjee,49,Chennai,Tamil Nadu,South,Fashion,Women Kurti,FAS-WOM307,1,1499,1499,WELCOME100,100.00,0.18,1399.00,251.82,Wallet,Delivered,Website,Kavya Deshmukh,Shadowfax,7,5,952.78,446.22,0.3190,77.00,1727.82
IN251101134,18-Nov-2025,CUST36048,Sakshi Rathod,26,Lucknow,Uttar Pradesh,North,Beauty & Personal Care,Trimmer,BEA-TRI897,1,2699,2699,APPONLY,215.92,0.18,2483.08,446.95,UPI,Delivered,Marketplace,Isha Gupta,Delhivery,3,5,1631.63,851.45,0.3429,97.00,3027.03
IN251101830,18-Nov-2025,CUST26777,Yash Gaikwad,41,Chennai,Tamil Nadu,South,Home & Kitchen,Water Purifier,HOM-WAT237,2,7999,15998,No Coupon,0.00,0.12,15998.00,1919.76,UPI,Delivered,Website,Deepak Yadav,Ecom Express,7,5,10113.03,5884.97,0.3679,96.00,18013.76
IN251102008,18-Nov-2025,CUST55461,Mansi Gaikwad,23,Chennai,Tamil Nadu,South,Fashion,Sneakers,FAS-SNE597,1,4399,4399,FESTIVE10,439.90,0.12,3959.10,475.09,UPI,Delivered,Mobile App,Vikram Singh,Blue Dart,3,5,3301.06,658.04,0.1662,139.00,4573.19
IN251102326,18-Nov-2025,CUST42813,Manish Bansal,18,Visakhapatnam,Andhra Pradesh,South,Fashion,Jeans,FAS-JEA311,1,1299,1299,No Coupon,0.00,0.12,1299.00,155.88,COD,Delivered,Website,Rohan Mehta,Shadowfax,4,4,822.07,476.93,0.3672,161.00,1615.88
IN251101272,19-Nov-2025,CUST12141,Sai Chauhan,38,Bhubaneswar,Odisha,East,Fashion,Handbag,FAS-HAN270,1,1599,1599,No Coupon,0.00,0.18,1599.00,287.82,UPI,Returned,Marketplace,Sagar Pawar,Delhivery,1,5,1118.16,480.84,0.3007,84.00,1970.82
IN251101440,19-Nov-2025,CUST41541,Deepak Singh,41,Vijayawada,Andhra Pradesh,South,Electronics,Tablet,ELE-TAB913,2,10799,21598,FESTIVE10,2159.80,0.18,19438.20,3498.88,Wallet,Returned,Marketplace,Swati Mishra,DTDC,4,4,18009.70,1428.50,0.0735,115.00,23052.08
IN251101567,19-Nov-2025,CUST81889,Arjun Dhawale,40,Ahmedabad,Gujarat,West,Electronics,Bluetooth Speaker,ELE-BLU967,1,6499,6499,PAYDAY15,974.85,0.12,5524.15,662.90,UPI,Shipped,Website,Manish Iyer,Ecom Express,3,,5104.22,419.93,0.0760,104.00,6291.05
IN251101650,19-Nov-2025,CUST98944,Vihaan Mehta,28,Noida,Uttar Pradesh,North,Mobiles & Accessories,Smartphone,MOB-SMA576,1,68799,68799,No Coupon,0.00,0.12,68799.00,8255.88,Net Banking,Delivered,Marketplace,Rahul Verma,Delhivery,4,4,50767.79,18031.21,0.2621,146.00,77200.88
IN251102343,19-Nov-2025,CUST25373,Nisha Das,37,Pune,Maharashtra,West,Electronics,Bluetooth Speaker,ELE-BLU148,1,3299,3299,APPONLY,263.92,0.18,3035.08,546.31,Credit Card,Delivered,Marketplace,Sagar Pawar,Blue Dart,4,1,2667.98,367.10,0.1210,109.00,3690.39
IN251100287,20-Nov-2025,CUST22854,Akshay Chatterjee,37,Nagpur,Maharashtra,West,Electronics,Bluetooth Speaker,ELE-BLU265,1,8399,8399,MEGADEAL,1511.82,0.12,6887.18,826.46,UPI,Delivered,Website,Sagar Pawar,Delhivery,3,4,6415.27,471.91,0.0685,159.00,7872.64
IN251100840,20-Nov-2025,CUST53913,Anika Sharma,24,Surat,Gujarat,West,Home & Kitchen,Bedsheet Set,HOM-BED152,1,2299,2299,No Coupon,0.00,0.18,2299.00,413.82,UPI,Delivered,Website,Amit Sharma,Ecom Express,3,4,1490.59,808.41,0.3516,108.00,2820.82
IN251101775,20-Nov-2025,CUST70493,Rutuja Jadhav,31,Ahmedabad,Gujarat,West,Fashion,Sneakers,FAS-SNE644,1,2799,2799,DIWALI20,559.80,0.12,2239.20,268.70,UPI,Delivered,Mobile App,Kavya Deshmukh,Blue Dart,2,4,1942.60,296.60,0.1325,176.00,2683.90
IN251101877,20-Nov-2025,CUST39560,Myra Kulkarni,53,Lucknow,Uttar Pradesh,North,Home & Kitchen,Pressure Cooker,HOM-PRE868,1,1799,1799,No Coupon,0.00,0.12,1799.00,215.88,COD,Delivered,Website,Kavya Deshmukh,Shadowfax,2,5,1193.67,605.33,0.3365,83.00,2097.88
IN251100562,21-Nov-2025,CUST84864,Ishaan Ghosh,28,Mumbai,Maharashtra,West,Fashion,Handbag,FAS-HAN384,4,2899,11596,No Coupon,0.00,0.18,11596.00,2087.28,UPI,Delivered,Social Commerce,Nikhil Bansal,Ecom Express,4,3,8570.84,3025.16,0.2609,84.00,13767.28
IN251100774,21-Nov-2025,CUST86360,Vihaan More,37,Vadodara,Gujarat,West,Mobiles & Accessories,Bluetooth Earbuds,MOB-BLU713,3,2099,6297,No Coupon,0.00,0.12,6297.00,755.64,COD,Delivered,Mobile App,Rohan Mehta,Shadowfax,1,4,4884.01,1412.99,0.2244,91.00,7143.64
IN251101043,21-Nov-2025,CUST75275,Sneha Deshmukh,25,Indore,Madhya Pradesh,Central,Books & Stationery,Pen Set,BOO-PEN540,1,254,254,No Coupon,0.00,0.05,254.00,12.70,Wallet,Delivered,Marketplace,Tanvi Jadhav,DTDC,3,3,161.37,92.63,0.3647,128.00,394.70
IN251101845,21-Nov-2025,CUST51668,Rahul Rathod,45,Kolkata,West Bengal,East,Home & Kitchen,Water Purifier,HOM-WAT693,3,7999,23997,No Coupon,0.00,0.18,23997.00,4319.46,UPI,Delivered,Website,Pooja Reddy,Delhivery,2,3,16199.78,7797.22,0.3249,160.00,28476.46
IN251102500,21-Nov-2025,CUST93461,Janhavi Nair,41,Pune,Maharashtra,West,Home & Kitchen,Air Fryer,HOM-AIR664,2,9199,18398,No Coupon,0.00,0.18,18398.00,3311.64,Debit Card,Delivered,Website,Vikram Singh,Delhivery,3,3,12472.57,5925.43,0.3221,167.00,21876.64
IN251100991,22-Nov-2025,CUST16106,Karan Malhotra,43,Ranchi,Jharkhand,East,Fashion,Jeans,FAS-JEA234,1,2099,2099,PAYDAY15,314.85,0.12,1784.15,214.10,Credit Card,Returned,Marketplace,Nikhil Bansal,Delhivery,5,4,1612.66,171.49,0.0961,64.00,2062.25
IN251101872,22-Nov-2025,CUST46227,Mansi Patel,44,Indore,Madhya Pradesh,Central,Beauty & Personal Care,Skin Cream,BEA-SKI669,2,482,964,FESTIVE10,96.40,0.12,867.60,104.11,Net Banking,Delivered,Mobile App,Manish Iyer,India Post,2,5,741.58,126.02,0.1453,123.00,1094.71
IN251102295,22-Nov-2025,CUST37353,Reyansh Pawar,50,Visakhapatnam,Andhra Pradesh,South,Electronics,Wireless Mouse,ELE-WIR254,3,1499,4497,APPONLY,359.76,0.18,4137.24,744.70,UPI,Delivered,Social Commerce,Karan Malhotra,Ecom Express,3,5,3238.75,898.49,0.2172,71.00,4952.94
IN251102491,22-Nov-2025,CUST69932,Aarav Nair,45,Bhubaneswar,Odisha,East,Books & Stationery,Exam Prep Book,BOO-EXA415,2,656,1312,No Coupon,0.00,0.12,1312.00,157.44,Debit Card,Cancelled,Website,Nikhil Bansal,India Post,2,,956.27,355.73,0.2711,0.00,1469.44
IN251100226,23-Nov-2025,CUST92728,Sakshi Iyer,45,Hyderabad,Telangana,South,Electronics,Keyboard,ELE-KEY745,1,1899,1899,No Coupon,0.00,0.18,1899.00,341.82,COD,Delivered,Website,Deepak Yadav,Shadowfax,3,4,1386.26,512.74,0.2700,142.00,2382.82
IN251100484,23-Nov-2025,CUST46818,Omkar Iyer,27,Jaipur,Rajasthan,North,Fashion,Men T-Shirt,FAS-MEN952,2,1399,2798,FESTIVE10,279.80,0.18,2518.20,453.28,Credit Card,Delivered,Marketplace,Priya Nair,Ecom Express,3,2,1846.83,671.37,0.2666,114.00,3085.48
IN251101243,23-Nov-2025,CUST66791,Atharv Kadam,31,Ranchi,Jharkhand,East,Mobiles & Accessories,Tempered Glass,MOB-TEM376,1,282,282,No Coupon,0.00,0.12,282.00,33.84,UPI,Delivered,Mobile App,Nikhil Bansal,Shadowfax,5,4,209.21,72.79,0.2581,150.00,465.84
IN251101251,23-Nov-2025,CUST66964,Omkar Yadav,51,Vijayawada,Andhra Pradesh,South,Electronics,LED TV,ELE-LED540,1,24199,24199,No Coupon,0.00,0.18,24199.00,4355.82,Net Banking,Delivered,Website,Vikram Singh,Ecom Express,4,5,19885.13,4313.87,0.1783,138.00,28692.82
IN251101893,23-Nov-2025,CUST58933,Arjun Khan,39,Vijayawada,Andhra Pradesh,South,Grocery & Gourmet,Spices Combo,GRO-SPI453,1,265,265,No Coupon,0.00,0.05,265.00,13.25,Credit Card,Delivered,Mobile App,Nikhil Bansal,DTDC,6,4,186.70,78.30,0.2955,92.00,370.25
